,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
768,768,7090,8000,2010.0,subaru,forester,good,4 cylinders,117075.0,automatic,SUV,va,10.0,2,4,0,0,363,6,110000-120000
769,769,7091,11160,2013.0,infiniti,g37s,good,6 cylinders,134000.0,manual,sedan,va,7.0,2,6,7,2,431,0,130000-140000
770,770,7092,11000,2016.0,honda,civic,excellent,4 cylinders,40200.0,automatic,sedan,va,4.0,3,4,14,0,24,0,40000-50000
771,771,7093,7500,2012.0,chevrolet,express 2500 cargo van,excellent,8 cylinders,158200.0,automatic,van,va,8.0,3,8,9,0,432,7,150000-160000
772,772,7094,5990,2013.0,chrysler,200 touring,excellent,4 cylinders,81259.0,automatic,sedan,va,7.0,3,4,8,0,396,0,80000-90000
773,773,7096,7990,2008.0,dodge,dakota crew cab,excellent,6 cylinders,137309.0,automatic,truck,va,12.0,3,6,11,0,344,5,130000-140000
774,774,7101,3500,2007.0,saturn,aura xr 3.6l,good,6 cylinders,151000.0,automatic,sedan,va,13.0,2,6,31,0,433,0,150000-160000
775,775,7105,6600,2014.0,ford,focus,excellent,4 cylinders,61822.0,automatic,hatchback,va,6.0,3,4,13,0,255,1,60000-70000
776,776,7112,3300,2006.0,buick,rendezvous cxl,good,6 cylinders,139500.0,automatic,SUV,va,14.0,2,6,18,0,434,6,130000-140000
777,777,7114,12500,2005.0,chevrolet,silverado 2500hd,good,8 cylinders,99401.0,automatic,pickup,va,15.0,2,8,9,0,204,3,90000-100000
778,778,7118,8550,2014.0,kia,soul exclaim 2.0l,good,4 cylinders,115977.0,automatic,wagon,va,6.0,2,4,27,0,435,2,110000-120000
779,779,7119,8495,2013.0,volkswagen,jetta tdi sportwagen,excellent,4 cylinders,87142.0,manual,wagon,va,7.0,3,4,3,2,421,2,80000-90000
780,780,7125,5250,2009.0,pontiac,g6 gt,excellent,6 cylinders,70760.0,automatic,coupe,va,11.0,3,6,24,0,388,8,70000-80000
781,781,7129,3925,2006.0,ford,escape xlt,good,6 cylinders,133832.0,automatic,SUV,va,14.0,2,6,13,0,436,6,130000-140000
782,782,7131,3975,2006.0,mercury,mountaineer,good,6 cylinders,189000.0,automatic,SUV,va,14.0,2,6,29,0,287,6,180000-190000
783,783,7134,12495,2015.0,hyundai,tucson,excellent,4 cylinders,68670.0,automatic,SUV,va,5.0,3,4,4,0,70,6,60000-70000
784,784,7135,22995,2015.0,ford,f150,excellent,6 cylinders,100580.0,automatic,pickup,va,5.0,3,6,13,0,400,3,100000-110000
785,785,7136,12995,2013.0,honda,pilot,excellent,6 cylinders,122627.0,automatic,SUV,va,7.0,3,6,14,0,419,6,120000-130000
786,786,7137,21995,2011.0,jeep,wrangler unlimi,excellent,6 cylinders,68110.0,automatic,SUV,va,9.0,3,6,10,0,370,6,60000-70000
787,787,7138,17995,2015.0,ford,f150,excellent,6 cylinders,98980.0,automatic,pickup,va,5.0,3,6,13,0,400,3,90000-100000
788,788,7139,16995,2016.0,toyota,camry,excellent,4 cylinders,25917.0,automatic,sedan,va,4.0,3,4,1,0,73,0,20000-30000
789,789,7140,8995,2013.0,buick,lacrosse,excellent,4 cylinders,101349.0,automatic,sedan,va,7.0,3,4,18,0,188,0,100000-110000
790,790,7141,27500,2006.0,toyota,land cruiser,excellent,8 cylinders,68000.0,automatic,SUV,va,14.0,3,8,1,0,22,6,60000-70000
791,791,7144,2200,2001.0,toyota,corolla,good,4 cylinders,164144.0,automatic,sedan,va,19.0,2,4,1,0,34,0,160000-170000
792,792,7147,7700,2010.0,jeep,liberty reneged 4x4,excellent,6 cylinders,111888.0,automatic,SUV,va,10.0,3,6,10,0,394,6,110000-120000
793,793,7149,7999,2007.0,ford,f150 xlt 4x4,excellent,8 cylinders,70000.0,automatic,pickup,va,13.0,3,8,13,0,437,3,70000-80000
794,794,7150,5950,2007.0,toyota,prius 1.5l hybrid,good,4 cylinders,112903.0,automatic,hatchback,va,13.0,2,4,1,0,438,1,110000-120000
795,795,7151,11995,2015.0,toyota,tacoma,excellent,4 cylinders,111638.0,automatic,pickup,va,5.0,3,4,1,0,159,3,110000-120000
796,796,7153,12995,2009.0,toyota,tacoma,excellent,6 cylinders,115832.0,automatic,pickup,va,11.0,3,6,1,0,159,3,110000-120000
797,797,7154,12995,2017.0,chevrolet,cruze,excellent,4 cylinders,24335.0,automatic,hatchback,va,3.0,3,4,9,0,439,1,20000-30000
798,798,7156,15995,2016.0,nissan,rogue,excellent,4 cylinders,24432.0,automatic,SUV,va,4.0,3,4,5,0,291,6,20000-30000
799,799,7157,6750,2005.0,subaru,impreza,excellent,4 cylinders,69000.0,manual,wagon,va,15.0,3,4,0,2,409,2,60000-70000
800,800,7159,6995,2007.0,honda,cr-v,excellent,4 cylinders,157000.0,automatic,SUV,va,13.0,3,4,14,0,71,6,150000-160000
801,801,7165,6500,2009.0,honda,odyssey exl,excellent,6 cylinders,146445.0,automatic,mini-van,va,11.0,3,6,14,0,410,9,140000-150000
802,802,7167,6990,2011.0,bmw,328 xi awd,excellent,6 cylinders,125177.0,automatic,sedan,va,9.0,3,6,21,0,395,0,120000-130000
803,803,7174,18995,2009.0,pontiac,g8 gt,like new,8 cylinders,75000.0,automatic,sedan,va,11.0,4,8,24,0,440,0,70000-80000
804,804,7187,9200,2015.0,dodge,grand caravan se,excellent,6 cylinders,103831.0,automatic,mini-van,va,5.0,3,6,11,0,412,9,100000-110000
805,805,7193,23900,2016.0,ram,3500,good,6 cylinders,153000.0,automatic,truck,va,4.0,2,6,6,0,21,5,150000-160000
806,806,7194,9000,2011.0,ford,flex limited awd,excellent,6 cylinders,134000.0,automatic,SUV,va,9.0,3,6,13,0,441,6,130000-140000
807,807,7196,11950,2010.0,mercedes-benz,benz e350,excellent,6 cylinders,116023.0,automatic,sedan,va,10.0,3,6,15,0,442,0,110000-120000
808,808,7197,13950,2011.0,bmw,550i xdrive,excellent,8 cylinders,97980.0,automatic,sedan,va,9.0,3,8,21,0,443,0,90000-100000
809,809,7200,17995,2011.0,ford,f-150 supercrew,good,8 cylinders,132000.0,automatic,pickup,va,9.0,2,8,13,0,380,3,130000-140000
810,810,7201,8750,2012.0,volkswagen,jetta 2.0l tdi,excellent,4 cylinders,86547.0,manual,wagon,va,8.0,3,4,3,2,444,2,80000-90000
811,811,7210,3900,2010.0,dodge,avenger sxt,good,6 cylinders,136700.0,automatic,sedan,va,10.0,2,6,11,0,445,0,130000-140000
812,812,7218,14799,2012.0,chevrolet,avalanche ltz 4x4,excellent,8 cylinders,151777.0,automatic,truck,va,8.0,3,8,9,0,375,5,150000-160000
813,813,7222,13750,2016.0,volvo,xc60 t5 2.0l,good,4 cylinders,86980.0,automatic,SUV,va,4.0,2,4,2,0,446,6,80000-90000
814,814,7223,7995,2014.0,volkswagen,jetta 2.0l tdi,excellent,4 cylinders,114962.0,automatic,wagon,va,6.0,3,4,3,0,444,2,110000-120000
815,815,7224,9495,2017.0,chevrolet,equinox lt 2.4l,good,4 cylinders,143969.0,automatic,SUV,va,3.0,2,4,9,0,424,6,140000-150000
816,816,7225,8875,2012.0,volkswagen,jetta 2.0l tdi,good,4 cylinders,88534.0,automatic,sedan,va,8.0,2,4,3,0,444,0,80000-90000
817,817,7227,6990,2016.0,hyundai,elantra,excellent,4 cylinders,121493.0,automatic,hatchback,va,4.0,3,4,4,0,329,1,120000-130000
818,818,7228,17450,2011.0,gmc,sierra slt 4x4,excellent,8 cylinders,118556.0,automatic,truck,va,9.0,3,8,22,0,414,5,110000-120000
819,819,7232,3800,2007.0,jeep,liberty sport,good,6 cylinders,161000.0,automatic,SUV,va,13.0,2,6,10,0,399,6,160000-170000
820,820,7233,6200,2004.0,audi,a8l quattro,good,8 cylinders,116000.0,automatic,sedan,va,16.0,2,8,19,0,130,0,110000-120000
821,821,7234,13350,2016.0,toyota,camry se 2.5l hybrid,excellent,4 cylinders,97348.0,automatic,sedan,va,4.0,3,4,1,0,447,0,90000-100000
822,822,7235,5995,2014.0,nissan,versa s,excellent,4 cylinders,45167.0,automatic,sedan,va,6.0,3,4,5,0,448,0,40000-50000
823,823,7237,9350,2016.0,hyundai,veloster 1.6l coupe,good,4 cylinders,78313.0,automatic,hatchback,va,4.0,2,4,4,0,449,1,70000-80000
824,824,7240,4500,2005.0,acura,mdx,excellent,4 cylinders,190303.0,automatic,SUV,va,15.0,3,4,17,0,450,6,190000-200000
825,825,7252,16900,2016.0,honda,cr-v ex,good,4 cylinders,64000.0,automatic,SUV,va,4.0,2,4,14,0,451,6,60000-70000
826,826,7253,4750,2007.0,volvo,s40 2.4i,excellent,5 cylinders,113932.0,automatic,sedan,va,13.0,3,5,2,0,142,0,110000-120000
827,827,7259,5270,2009.0,toyota,corolla,excellent,4 cylinders,162687.0,automatic,sedan,va,11.0,3,4,1,0,34,0,160000-170000
828,828,7260,26500,2016.0,jeep,wrangler unlimited,excellent,6 cylinders,32564.0,automatic,SUV,va,4.0,3,6,10,0,393,6,30000-40000
829,829,7263,13900,2011.0,toyota,4runner,good,6 cylinders,176500.0,automatic,SUV,va,9.0,2,6,1,0,31,6,170000-180000
830,830,7264,10600,2010.0,mercedes-benz,benz ml350,excellent,6 cylinders,105000.0,automatic,SUV,va,10.0,3,6,15,0,452,6,100000-110000
831,831,7265,3700,2006.0,buick,rendezvous cxl,good,6 cylinders,139500.0,automatic,SUV,va,14.0,2,6,18,0,434,6,130000-140000
832,832,7276,8450,2012.0,jeep,liberty limited 4x4,excellent,6 cylinders,76644.0,automatic,SUV,va,8.0,3,6,10,0,364,6,70000-80000
833,833,7277,16850,2017.0,toyota,sienna le 3.5l awd,excellent,6 cylinders,93164.0,automatic,mini-van,va,3.0,3,6,1,0,453,9,90000-100000
834,834,7278,3850,2010.0,dodge,avenger,good,6 cylinders,155100.0,automatic,sedan,va,10.0,2,6,11,0,332,0,150000-160000
835,835,7279,23999,2013.0,ford,f-150,good,6 cylinders,86256.0,automatic,truck,va,7.0,2,6,13,0,141,5,80000-90000
836,836,7280,12999,2006.0,ford,f-150,good,8 cylinders,152224.0,automatic,truck,va,14.0,2,8,13,0,141,5,150000-160000
837,837,7281,28995,2016.0,toyota,4runner,good,6 cylinders,58914.0,automatic,SUV,va,4.0,2,6,1,0,31,6,50000-60000
838,838,7283,15240,2017.0,toyota,camry se,excellent,4 cylinders,45209.0,automatic,sedan,va,3.0,3,4,1,0,454,0,40000-50000
839,839,7284,8000,2012.0,ford,edge limited,good,6 cylinders,144000.0,automatic,SUV,va,8.0,2,6,13,0,455,6,140000-150000
840,840,7285,12995,2009.0,ford,f-250 super duty,excellent,8 cylinders,148000.0,automatic,pickup,va,11.0,3,8,13,0,233,3,140000-150000
841,841,7286,7250,2010.0,dodge,grand caravan,excellent,6 cylinders,129000.0,automatic,mini-van,va,10.0,3,6,11,0,416,9,120000-130000
842,842,7287,6995,2008.0,toyota,prius,excellent,4 cylinders,76000.0,automatic,hatchback,va,12.0,3,4,1,0,213,1,70000-80000
